City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,lebu,-37.6167,-73.65,285.66,68,0,6.62,CL,1696444847
295,geraldton,-28.7667,114.6,284.38,87,0,4.12,AU,1696444847
296,turbat,26.0023,63.044,304.59,44,0,1.92,PK,1696444847
297,saint-joseph,-21.3667,55.6167,293.36,80,36,4.6,RE,1696444848
298,ipora,-16.4419,-51.1178,308.68,28,100,4.54,BR,1696444637
299,chervonohrad,50.391,24.2351,285.12,63,37,3.67,UA,1696444848
300,novaya igirma,57.1334,103.9112,279.11,97,100,1.44,RU,1696444848
301,kayenta,36.7278,-110.2546,289.89,30,0,4.01,US,1696444848
302,hibbing,47.4272,-92.9377,287.9,88,100,4.63,US,1696444848
303,danilov,58.1908,40.1717,283.62,73,34,8.18,RU,1696444848
304,yeraliyev,43.2,51.65,292.42,50,85,9.03,KZ,1696444848
305,mount isa,-20.7333,139.5,290.02,23,18,7.2,AU,1696444849
306,santa quiteria,-4.3319,-40.1567,310.81,17,18,3.76,BR,1696444849
307,tabou,4.423,-7.3528,298.18,80,85,3.76,CI,1696444849
308,alegrete,-29.7831,-55.7919,293.92,62,35,6.31,BR,1696444788
309,khanty-mansiysk,61.0042,69.0019,283.21,66,0,6.0,RU,1696444849
310,natal,-5.795,-35.2094,302.51,58,20,7.2,BR,1696444849
311,pangoa,-12.1167,-73.0,304.7,48,66,1.87,PE,1696444849
312,san antonio de pale,-1.4014,5.6325,298.71,84,39,4.48,GQ,1696444849
313,cabinda,-5.55,12.2,300.23,83,75,3.6,AO,1696444850
314,quthing,-30.4,27.7003,296.88,29,96,1.36,LS,1696444850
315,groningen,53.25,6.75,288.74,79,100,4.63,NL,1696444739
316,guiuan,11.0333,125.7247,301.9,77,18,3.28,PH,1696444850
317,margate,51.3813,1.3862,288.09,72,100,1.79,GB,1696444850
318,ceeldheer,3.8488,47.1806,299.43,82,100,6.06,SO,1696444850
319,kishanganj,26.1167,87.9333,296.63,97,100,6.37,IN,1696444850
320,chernyshevskiy,63.0128,112.4714,270.09,84,83,4.3,RU,1696444850
321,bamboo flat,11.7,92.7167,298.2,94,75,1.03,IN,1696444851
322,bakanas,44.8081,76.2772,287.64,40,75,4.35,KZ,1696444851
323,dzhangala,49.2167,50.3333,288.6,68,99,3.54,KZ,1696444851
324,aquin,18.2833,-73.4,303.58,68,20,2.71,HT,1696444851
325,uba,-21.12,-42.9428,304.88,52,50,3.51,BR,1696444851
326,uturoa,-16.7333,-151.4333,299.0,79,1,10.18,PF,1696444851
327,gaspe,48.8334,-64.4819,289.27,67,40,5.66,CA,1696444851
